commentId,comment,classification,comment_processed,word_phrase_list,different,rebelliously,rebelliously worth,worth,plant,similarity_score
175815,I went in wanting a chin implant and I came out with just that.,0,go want chin plant come,"['go', 'go want', 'go want chin', 'go want chin plant', 'go want chin plant come', 'want', 'want chin', 'want chin plant', 'want chin plant come', 'chin', 'chin plant', 'chin plant come', 'plant', 'plant come', 'come']",0,0,0,0,1,0.12195121951219513
163671,"The implants were filled to the wrong amount, the scar tissue even looked weird.",1,plant fill wrong scar tissue look weird,"['plant', 'plant fill', 'plant fill wrong', 'plant fill wrong scar', 'plant fill wrong scar tissue', 'plant fill wrong scar tissue look', 'plant fill wrong scar tissue look weird', 'fill', 'fill wrong', 'fill wrong scar', 'fill wrong scar tissue', 'fill wrong scar tissue look', 'fill wrong scar tissue look weird', 'wrong', 'wrong scar', 'wrong scar tissue', 'wrong scar tissue look', 'wrong scar tissue look weird', 'scar', 'scar tissue', 'scar tissue look', 'scar tissue look weird', 'tissue', 'tissue look', 'tissue look weird', 'look', 'look weird', 'weird']",0,0,0,0,1,0.12195121951219513
84841,He takes as much time as he needs to make the appointment worth the trip.,0,take time need appointment worth trip,"['take', 'take time', 'take time need', 'take time need appointment', 'take time need appointment worth', 'take time need appointment worth trip', 'time', 'time need', 'time need appointment', 'time need appointment worth', 'time need appointment worth trip', 'need', 'need appointment', 'need appointment worth', 'need appointment worth trip', 'appointment', 'appointment worth', 'appointment worth trip', 'worth', 'worth trip', 'trip']",0,0,0,1,0,0.12195121951219513
146344,I have had several different procedures performed by him and I could not be more happier with the outcome.,0,different procedure perform happy result,"['different', 'different procedure', 'different procedure perform', 'different procedure perform happy', 'different procedure perform happy result', 'procedure', 'procedure perform', 'procedure perform happy', 'procedure perform happy result', 'perform', 'perform happy', 'perform happy result', 'happy', 'happy result', 'result']",1,0,0,0,0,0.12195121951219513
133588,"He put saline in at two different sizes, and I have LESS RIPPLING than my over-stuffed previous silicone job,",0,saline different size ripple overstuff previous silicone job,"['saline', 'saline different', 'saline different size', 'saline different size ripple', 'saline different size ripple overstuff', 'saline different size ripple overstuff previous', 'saline different size ripple overstuff previous silicone', 'saline different size ripple overstuff previous silicone job', 'different', 'different size', 'different size ripple', 'different size ripple overstuff', 'different size ripple overstuff previous', 'different size ripple overstuff previous silicone', 'different size ripple overstuff previous silicone job', 'size', 'size ripple', 'size ripple overstuff', 'size ripple overstuff previous', 'size ripple overstuff previous silicone', 'size ripple overstuff previous silicone job', 'ripple', 'ripple overstuff', 'ripple overstuff previous', 'ripple overstuff previous silicone', 'ripple overstuff previous silicone job', 'overstuff', 'overstuff previous', 'overstuff previous silicone', 'overstuff previous silicone job', 'previous', 'previous silicone', 'previous silicone job', 'silicone', 'silicone job', 'job']",1,0,0,0,0,0.12195121951219513
83631,Bertha was exceptional in helping explain the different elements of the ultrasound,0,berth exceptional help explain different element ultrasound,"['berth', 'berth exceptional', 'berth exceptional help', 'berth exceptional help explain', 'berth exceptional help explain different', 'berth exceptional help explain different element', 'berth exceptional help explain different element ultrasound', 'exceptional', 'exceptional help', 'exceptional help explain', 'exceptional help explain different', 'exceptional help explain different element', 'exceptional help explain different element ultrasound', 'help', 'help explain', 'help explain different', 'help explain different element', 'help explain different element ultrasound', 'explain', 'explain different', 'explain different element', 'explain different element ultrasound', 'different', 'different element', 'different element ultrasound', 'element', 'element ultrasound', 'ultrasound']",1,0,0,0,0,0.12195121951219513
133444,One implant suddenly deflated and contacted Dr. Laurence's office about possibly fixing this.,1,plant suddenly defeated contract dr lawrence office possibly fix,"['plant', 'plant suddenly', 'plant suddenly defeated', 'plant suddenly defeated contract', 'plant suddenly defeated contract dr', 'plant suddenly defeated contract dr lawrence', 'plant suddenly defeated contract dr lawrence office', 'plant suddenly defeated contract dr lawrence office possibly', 'plant suddenly defeated contract dr lawrence office possibly fix', 'suddenly', 'suddenly defeated', 'suddenly defeated contract', 'suddenly defeated contract dr', 'suddenly defeated contract dr lawrence', 'suddenly defeated contract dr lawrence office', 'suddenly defeated contract dr lawrence office possibly', 'suddenly defeated contract dr lawrence office possibly fix', 'defeated', 'defeated contract', 'defeated contract dr', 'defeated contract dr lawrence', 'defeated contract dr lawrence office', 'defeated contract dr lawrence office possibly', 'defeated contract dr lawrence office possibly fix', 'contract', 'contract dr', 'contract dr lawrence', 'contract dr lawrence office', 'contract dr lawrence office possibly', 'contract dr lawrence office possibly fix', 'dr', 'dr lawrence', 'dr lawrence office', 'dr lawrence office possibly', 'dr lawrence office possibly fix', 'lawrence', 'lawrence office', 'lawrence office possibly', 'lawrence office possibly fix', 'office', 'office possibly', 'office possibly fix', 'possibly', 'possibly fix', 'fix']",0,0,0,0,1,0.12195121951219513
134725,and is approximately 1/4 the cost of Dr. Laurence to replace BOTH implants.,1,approximately cost dr lawrence replace plant,"['approximately', 'approximately cost', 'approximately cost dr', 'approximately cost dr lawrence', 'approximately cost dr lawrence replace', 'approximately cost dr lawrence replace plant', 'cost', 'cost dr', 'cost dr lawrence', 'cost dr lawrence replace', 'cost dr lawrence replace plant', 'dr', 'dr lawrence', 'dr lawrence replace', 'dr lawrence replace plant', 'lawrence', 'lawrence replace', 'lawrence replace plant', 'replace', 'replace plant', 'plant']",0,0,0,0,1,0.12195121951219513
94060,I WOULD STAY AWAY FROM THIS PLACE definetly NOT worth it!,1,stay away place decidedly worth,"['stay', 'stay away', 'stay away place', 'stay away place decidedly', 'stay away place decidedly worth', 'away', 'away place', 'away place decidedly', 'away place decidedly worth', 'place', 'place decidedly', 'place decidedly worth', 'decidedly', 'decidedly worth', 'worth']",0,0,0,1,0,0.12195121951219513
101632,The doctor worked quick and I was in and out within an hour and a half (1 implant and tooth taken out).,0,doctor work quick plant tooth take,"['doctor', 'doctor work', 'doctor work quick', 'doctor work quick plant', 'doctor work quick plant tooth', 'doctor work quick plant tooth take', 'work', 'work quick', 'work quick plant', 'work quick plant tooth', 'work quick plant tooth take', 'quick', 'quick plant', 'quick plant tooth', 'quick plant tooth take', 'plant', 'plant tooth', 'plant tooth take', 'tooth', 'tooth take', 'take']",0,0,0,0,1,0.12195121951219513
